rank,code,name,date,close,next_close,ratio,cnt
,,BUY,,,,,
24,033540,파라텍,2020-05-12,5100.0,5246.0,2.88,196.0
53,002140,고려산업,2020-05-12,3360.0,3558.0,5.91,298.0
68,006390,한일현대시멘트,2020-05-12,30400.0,31234.0,2.75,33.0
84,038620,위즈코프,2020-05-12,1075.0,1212.0,12.79,930.0
92,000910,유니온,2020-05-12,4960.0,5115.0,3.14,202.0
93,026150,특수건설,2020-05-12,7690.0,7910.0,2.87,130.0
97,006650,대한유화,2020-05-12,124500.0,128338.0,3.08,8.0
98,010100,한국프랜지공업,2020-05-12,2155.0,2328.0,8.03,464.0
108,024740,한일단조,2020-05-12,1435.0,1478.0,3.05,697.0
117,007280,한국특수형강,2020-05-12,1395.0,1701.0,21.94,717.0
150,015590,큐로,2020-05-12,1000.0,1031.0,3.1,1000.0
152,005290,동진쎄미켐,2020-05-12,17500.0,17997.0,2.84,57.0
159,033240,자화전자,2020-05-12,7160.0,7440.0,3.92,140.0
167,019490,하이트론씨스템즈,2020-05-12,2995.0,4539.0,51.56,334.0
178,011090,에넥스,2020-05-12,1110.0,1159.0,4.46,901.0
183,013580,계룡건설산업,2020-05-12,15700.0,16234.0,3.4,64.0
189,007610,선도전기,2020-05-12,2750.0,2832.0,3.0,364.0
192,017810,풀무원,2020-05-12,13750.0,15870.0,15.42,73.0
199,000400,롯데손해보험,2020-05-12,1890.0,1949.0,3.16,529.0
216,011170,롯데케미칼,2020-05-12,183000.0,189754.0,3.69,5.0
224,019180,티에이치엔,2020-05-12,2460.0,2535.0,3.07,407.0
238,012450,한화에어로스페이스,2020-05-12,23650.0,24313.0,2.81,42.0
244,011780,금호석유화학,2020-05-12,69700.0,72885.0,4.57,14.0
249,009320,대우부품,2020-05-12,2295.0,2366.0,3.11,436.0
252,002290,삼일기업공사,2020-05-12,2775.0,2890.0,4.16,360.0
269,015260,에이엔피,2020-05-12,262.0,271.0,3.8,3817.0
275,002360,SH에너지화학,2020-05-12,895.0,957.0,6.94,1117.0
279,014130,한익스프레스,2020-05-12,4700.0,5175.0,10.13,213.0
,,SELL,,,,,
138,001440,대한전선,2020-05-12,804.0,521.0,-35.11,1244.0
274,005720,넥센,2020-05-12,4610.0,3007.0,-34.76,217.0
,,PREDICT,,,,,
1,032190,다우데이타(Bought),2020-05-12,12850.0,12153.0,-5.42,78.0
2,031860,엔에스엔(Bought),2020-05-12,2240.0,2295.0,2.5,446.0
3,007860,서연(Bought),2020-05-12,3580.0,3577.0,-0.08,279.0
4,035620,바른손이앤에이,2020-05-12,2245.0,2237.0,-0.36,445.0
5,012690,모나리자,2020-05-12,7820.0,7542.0,-3.55,128.0
6,021050,서원,2020-05-12,2895.0,2887.0,-0.25,345.0
7,017650,대림제지,2020-05-12,1780.0,1738.0,-2.33,562.0
8,014530,극동유화,2020-05-12,3055.0,2937.0,-3.85,327.0
9,016600,큐캐피탈,2020-05-12,733.0,710.0,-3.06,1364.0
10,032850,비트컴퓨터,2020-05-12,10000.0,9487.0,-5.13,100.0
11,012600,청호컴넷,2020-05-12,3105.0,3146.0,1.32,322.0
12,006050,국영지앤엠,2020-05-12,2550.0,2497.0,-2.06,392.0
13,012860,모베이스전자,2020-05-12,1355.0,1205.0,-11.06,738.0
14,031310,아이즈비전,2020-05-12,3885.0,3844.0,-1.04,257.0
15,005320,국동,2020-05-12,2955.0,2318.0,-21.53,338.0
16,003060,에이프로젠제약,2020-05-12,2160.0,1908.0,-11.62,463.0
17,013700,까뮤이앤씨,2020-05-12,1335.0,1363.0,2.13,749.0
18,008600,윌비스,2020-05-12,1555.0,1596.0,2.67,643.0
19,016250,이테크건설,2020-05-12,86900.0,85425.0,-1.7,12.0
20,001200,유진증권,2020-05-12,3185.0,2992.0,-6.06,314.0
21,005950,이수화학,2020-05-12,11950.0,11786.0,-1.37,84.0
22,036120,SCI평가정보,2020-05-12,3115.0,3060.0,-1.73,321.0
23,002720,국제약품,2020-05-12,7390.0,7447.0,0.78,135.0
24,033540,파라텍,2020-05-12,5100.0,5246.0,2.88,196.0
25,017510,세명전기,2020-05-12,4510.0,4521.0,0.25,222.0
26,016380,KG동부제철,2020-05-12,12200.0,12310.0,0.9,82.0
27,032620,유비케어,2020-05-12,9620.0,7969.0,-17.16,104.0
28,001880,삼호,2020-05-12,21350.0,21110.0,-1.12,47.0
29,005430,한국공항,2020-05-12,50500.0,51672.0,2.32,20.0
30,006920,모헨즈,2020-05-12,4245.0,4187.0,-1.35,236.0
31,037070,파세코,2020-05-12,14850.0,14464.0,-2.6,67.0
32,023900,풍국주정,2020-05-12,18650.0,18132.0,-2.78,54.0
33,035080,인터파크홀딩스,2020-05-12,1965.0,1935.0,-1.52,509.0
34,016670,포비스티앤씨,2020-05-12,1485.0,1463.0,-1.45,673.0
35,011150,CJ씨푸드,2020-05-12,4080.0,3722.0,-8.75,245.0
36,030520,한글과컴퓨터,2020-05-12,13350.0,12706.0,-4.82,75.0
37,002700,신일전자,2020-05-12,2245.0,2049.0,-8.72,445.0
38,026890,디피씨,2020-05-12,10300.0,10119.0,-1.75,97.0
39,001120,LG상사,2020-05-12,13050.0,12970.0,-0.61,77.0
40,005880,대한해운,2020-05-12,17750.0,17013.0,-4.15,56.0
41,024890,대원화성,2020-05-12,1540.0,1264.0,-17.9,649.0
42,025820,이구산업,2020-05-12,1490.0,1325.0,-11.01,671.0
43,030350,드래곤플라이,2020-05-12,2265.0,1873.0,-17.3,442.0
44,033230,인성정보,2020-05-12,5150.0,4775.0,-7.26,194.0
45,013810,스페코,2020-05-12,3480.0,3469.0,-0.31,287.0
46,010770,평화홀딩스,2020-05-12,3240.0,3228.0,-0.35,309.0
47,002210,동성제약,2020-05-12,13900.0,13286.0,-4.41,72.0
48,001840,이화공영,2020-05-12,5490.0,5378.0,-2.04,182.0
49,014990,인디에프,2020-05-12,2090.0,2054.0,-1.72,478.0
50,035810,이지바이오,2020-05-12,4260.0,3964.0,-6.94,235.0
51,013030,하이록코리아,2020-05-12,12500.0,12678.0,1.43,80.0
52,023960,에쓰씨엔지니어링,2020-05-12,1295.0,1288.0,-0.5,772.0
53,002140,고려산업,2020-05-12,3360.0,3558.0,5.91,298.0
54,032680,소프트센,2020-05-12,2580.0,2583.0,0.13,388.0
55,038680,에스넷,2020-05-12,7130.0,6928.0,-2.83,140.0
56,004430,송원산업,2020-05-12,13450.0,13736.0,2.13,74.0
57,012790,신일제약,2020-05-12,7650.0,7404.0,-3.21,131.0
58,036710,심텍홀딩스,2020-05-12,1560.0,1365.0,-12.47,641.0
59,025320,시노펙스,2020-05-12,2930.0,2806.0,-4.23,341.0
60,011230,삼화전자공업,2020-05-12,2555.0,2523.0,-1.24,391.0
61,014160,대영포장,2020-05-12,1160.0,1118.0,-3.61,862.0
62,033320,제이씨현시스템,2020-05-12,4250.0,4103.0,-3.45,235.0
63,036810,에프에스티,2020-05-12,8280.0,7699.0,-7.02,121.0
64,005180,빙그레,2020-05-12,67000.0,66542.0,-0.68,15.0
65,004090,한국석유공업,2020-05-12,97800.0,97523.0,-0.28,10.0
66,015860,일진홀딩스,2020-05-12,3830.0,3852.0,0.6,261.0
67,037230,한국팩키지,2020-05-12,2450.0,2390.0,-2.42,408.0
68,006390,한일현대시멘트,2020-05-12,30400.0,31234.0,2.75,33.0
69,002020,코오롱,2020-05-12,18150.0,18298.0,0.82,55.0
70,007390,네이처셀,2020-05-12,10800.0,11023.0,2.07,93.0
71,004200,고려개발,2020-05-12,8860.0,8912.0,0.59,113.0
72,005110,한창,2020-05-12,2615.0,2465.0,-5.72,382.0
73,009470,삼화전기,2020-05-12,14300.0,14672.0,2.6,70.0
74,011420,갤럭시아에스엠,2020-05-12,1385.0,1321.0,-4.6,722.0
75,012610,경인양행,2020-05-12,7030.0,6869.0,-2.28,142.0
76,039610,화성밸브,2020-05-12,5630.0,5686.0,1.01,178.0
77,011320,유니크,2020-05-12,6250.0,6358.0,1.73,160.0
78,004710,한솔테크닉스,2020-05-12,7070.0,6198.0,-12.33,141.0
79,000020,동화약품,2020-05-12,10600.0,10176.0,-3.99,94.0
80,009520,포스코엠텍,2020-05-12,4065.0,3891.0,-4.27,246.0
81,001020,페이퍼코리아,2020-05-12,1425.0,1380.0,-3.1,702.0
82,026040,제이에스티나,2020-05-12,2595.0,2645.0,1.94,385.0
83,011760,현대종합상사,2020-05-12,14350.0,14616.0,1.86,70.0
84,038620,위즈코프,2020-05-12,1075.0,1212.0,12.79,930.0
85,004830,덕성,2020-05-12,3420.0,3368.0,-1.51,292.0
86,009460,한창제지,2020-05-12,2240.0,2182.0,-2.56,446.0
87,006980,우성사료,2020-05-12,3160.0,3192.0,1.02,316.0
88,004270,남성,2020-05-12,2265.0,2230.0,-1.51,442.0
89,035610,솔본,2020-05-12,3785.0,3748.0,-0.97,264.0
90,003090,대웅,2020-05-12,17050.0,15611.0,-8.44,59.0
91,008250,이건산업,2020-05-12,5760.0,5658.0,-1.76,174.0
92,000910,유니온,2020-05-12,4960.0,5115.0,3.14,202.0
93,026150,특수건설,2020-05-12,7690.0,7910.0,2.87,130.0
94,036580,팜스코,2020-05-12,5460.0,4818.0,-11.76,183.0
95,017040,광명전기,2020-05-12,2035.0,2077.0,2.09,491.0
96,011390,부산산업,2020-05-12,144000.0,146517.0,1.75,7.0
97,006650,대한유화,2020-05-12,124500.0,128338.0,3.08,8.0
98,010100,한국프랜지공업,2020-05-12,2155.0,2328.0,8.03,464.0
99,007460,에이프로젠 KIC,2020-05-12,3595.0,3378.0,-6.01,278.0
100,000220,유유제약,2020-05-12,11350.0,11445.0,0.85,88.0
101,005750,대림비앤코,2020-05-12,3765.0,3675.0,-2.37,266.0
102,012280,영화금속,2020-05-12,1720.0,1625.0,-5.51,581.0
103,000370,한화손해보험,2020-05-12,2350.0,2168.0,-7.74,426.0
104,010660,화천기계,2020-05-12,3625.0,2851.0,-21.33,276.0
105,027830,대성창투,2020-05-12,1895.0,1887.0,-0.41,528.0
106,010820,퍼스텍,2020-05-12,1950.0,1853.0,-4.93,513.0
107,003470,유안타증권,2020-05-12,2700.0,2664.0,-1.31,370.0
108,024740,한일단조,2020-05-12,1435.0,1478.0,3.05,697.0
109,033310,디케이디앤아이,2020-05-12,2690.0,2590.0,-3.71,372.0
110,031820,콤텍시스템,2020-05-12,1420.0,1405.0,-1.03,704.0
111,024840,KBI메탈,2020-05-12,1320.0,1302.0,-1.31,758.0
112,020120,키다리스튜디오,2020-05-12,7020.0,6759.0,-3.71,142.0
113,033250,체시스,2020-05-12,2325.0,2381.0,2.41,430.0
114,019170,신풍제약,2020-05-12,19900.0,19049.0,-4.27,50.0
115,001380,SG충방,2020-05-12,1360.0,1226.0,-9.83,735.0
116,014970,삼륭물산,2020-05-12,7680.0,7503.0,-2.29,130.0
117,007280,한국특수형강,2020-05-12,1395.0,1701.0,21.94,717.0
118,011790,SKC,2020-05-12,48600.0,49039.0,0.9,21.0
119,012510,더존비즈온,2020-05-12,101000.0,97896.0,-3.07,10.0
120,032940,원익,2020-05-12,3530.0,3425.0,-2.96,283.0
