rank,code,name,date,close,next_close,ratio,cnt
63,000540,흥국화재,2020-05-13,2560.0,2476.0,-3.25,391.0
64,027830,대성창투,2020-05-13,1870.0,1859.0,-0.55,535.0
65,014990,인디에프,2020-05-13,2090.0,1929.0,-7.67,478.0
66,004270,남성,2020-05-13,2310.0,2203.0,-4.62,433.0
67,030210,KTB투자증권,2020-05-13,2560.0,2563.0,0.14,391.0
68,005390,신성통상,2020-05-13,1125.0,981.0,-12.77,889.0
69,033320,제이씨현시스템,2020-05-13,4180.0,4078.0,-2.44,239.0
70,004830,덕성,2020-05-13,3420.0,3390.0,-0.88,292.0
71,005180,빙그레,2020-05-13,67000.0,66675.0,-0.48,15.0
72,007160,사조산업,2020-05-13,31000.0,31240.0,0.78,32.0
73,003160,디아이,2020-05-13,3155.0,3221.0,2.11,317.0
74,009270,신원,2020-05-13,1680.0,1521.0,-9.41,595.0
75,025550,한국선재,2020-05-13,2630.0,2659.0,1.14,380.0
76,002990,금호산업,2020-05-13,7430.0,7484.0,0.73,135.0
77,002820,선창산업,2020-05-13,3870.0,2928.0,-24.32,258.0
78,016450,한세예스24홀딩스,2020-05-13,5140.0,5097.0,-0.82,195.0
79,014440,영보화학,2020-05-13,2805.0,2750.0,-1.94,357.0
80,001360,삼성제약,2020-05-13,4100.0,4037.0,-1.53,244.0
81,005440,현대그린푸드,2020-05-13,8170.0,8206.0,0.44,122.0
82,004990,롯데지주,2020-05-13,37500.0,67036.0,78.76,27.0
83,036170,라이브파이낸셜,2020-05-13,1590.0,1569.0,-1.27,629.0
84,013700,까뮤이앤씨,2020-05-13,1320.0,1347.0,2.08,758.0
85,023800,인지컨트롤스,2020-05-13,3820.0,3794.0,-0.68,262.0
86,012030,DB,2020-05-13,790.0,756.0,-4.24,1266.0
87,037370,EG,2020-05-13,7810.0,7569.0,-3.07,128.0
88,010660,화천기계,2020-05-13,3615.0,2802.0,-22.49,277.0
89,035620,바른손이앤에이,2020-05-13,2330.0,2279.0,-2.16,429.0
90,005110,한창,2020-05-13,2600.0,2450.0,-5.74,385.0
91,030350,드래곤플라이,2020-05-13,2225.0,1882.0,-15.38,449.0
92,019540,일지테크,2020-05-13,2880.0,2720.0,-5.53,347.0
93,011760,현대종합상사,2020-05-13,14500.0,14380.0,-0.82,69.0
94,017040,광명전기,2020-05-13,2045.0,2055.0,0.53,489.0
95,004090,한국석유공업,2020-05-13,97200.0,96375.0,-0.85,10.0
96,017960,한국카본,2020-05-13,6780.0,6683.0,-1.42,147.0
97,019170,신풍제약,2020-05-13,20100.0,19588.0,-2.54,50.0
98,011200,HMM,2020-05-13,3680.0,3451.0,-6.21,272.0
99,005250,녹십자홀딩스,2020-05-13,23300.0,22808.0,-2.11,43.0
100,004720,우리들제약,2020-05-13,6930.0,6964.0,0.49,144.0
101,006910,보성파워텍,2020-05-13,1720.0,1738.0,1.09,581.0
102,024880,케이피에프,2020-05-13,3390.0,3395.0,0.16,295.0
103,003830,대한화섬,2020-05-13,81700.0,81528.0,-0.21,12.0
104,002780,진흥기업,2020-05-13,2075.0,2063.0,-0.57,482.0
105,032980,바이온,2020-05-13,1420.0,1284.0,-9.57,704.0
106,003470,유안타증권,2020-05-13,2685.0,2642.0,-1.57,372.0
107,002270,롯데푸드,2020-05-13,373000.0,383725.0,2.88,3.0
108,001440,대한전선,2020-05-13,797.0,539.0,-32.3,1255.0
109,038880,아이에이,2020-05-13,421.0,339.0,-19.39,2375.0
110,011320,유니크,2020-05-13,6490.0,6359.0,-2.01,154.0
111,010050,우리종금,2020-05-13,563.0,551.0,-2.03,1776.0
112,017900,광전자,2020-05-13,1945.0,1953.0,0.46,514.0
113,012690,모나리자,2020-05-13,7730.0,7763.0,0.43,129.0
114,021040,대호피앤씨,2020-05-13,783.0,751.0,-4.02,1277.0
115,030960,양지사,2020-05-13,9300.0,9360.0,0.65,108.0
116,002450,삼익악기,2020-05-13,1510.0,1349.0,-10.66,662.0
117,027050,코리아나,2020-05-13,5150.0,5021.0,-2.5,194.0
118,013720,청보산업,2020-05-13,2235.0,2226.0,-0.37,447.0
119,035150,백산,2020-05-13,5760.0,5678.0,-1.41,174.0
120,032800,판타지오,2020-05-13,900.0,856.0,-4.78,1111.0
121,006120,SK디스커버리,2020-05-13,27050.0,26608.0,-1.63,37.0
122,002350,넥센타이어,2020-05-13,5880.0,5795.0,-1.43,170.0
123,000140,하이트진로홀딩스,2020-05-13,14850.0,14670.0,-1.21,67.0
124,003240,태광산업,2020-05-13,755000.0,756923.0,0.25,1.0
125,014970,삼륭물산,2020-05-13,7590.0,7458.0,-1.73,132.0
126,008420,문배철강,2020-05-13,2090.0,2134.0,2.11,478.0
127,005610,SPC삼립,2020-05-13,73300.0,72563.0,-1.01,14.0
128,035810,이지바이오,2020-05-13,4260.0,4107.0,-3.58,235.0
129,000060,메리츠화재,2020-05-13,13800.0,13720.0,-0.58,72.0
130,015710,코콤,2020-05-13,5360.0,5382.0,0.43,187.0
131,011810,STX,2020-05-13,6920.0,6667.0,-3.65,145.0
132,002760,보락,2020-05-13,1905.0,1890.0,-0.77,525.0
133,008930,한미사이언스,2020-05-13,30250.0,29680.0,-1.88,33.0
134,012860,모베이스전자,2020-05-13,1350.0,1184.0,-12.24,741.0
135,024890,대원화성,2020-05-13,1480.0,1453.0,-1.77,676.0
136,018670,SK가스,2020-05-13,78500.0,78295.0,-0.26,13.0
137,006380,카프로,2020-05-13,3060.0,3045.0,-0.48,327.0
138,003220,대원제약,2020-05-13,15200.0,15223.0,0.15,66.0
139,015890,태경산업,2020-05-13,4820.0,4770.0,-1.03,207.0
140,008830,대동기어,2020-05-13,2510.0,2648.0,5.51,398.0
141,024950,삼천리자전거,2020-05-13,6090.0,5751.0,-5.56,164.0
142,035610,솔본,2020-05-13,3855.0,3735.0,-3.11,259.0
143,002100,경농,2020-05-13,12200.0,12507.0,2.52,82.0
144,035000,지투알,2020-05-13,5450.0,5571.0,2.24,183.0
145,015750,성우하이텍,2020-05-13,3045.0,2945.0,-3.27,328.0
146,004380,삼익THK,2020-05-13,11650.0,11713.0,0.55,86.0
147,019490,하이트론씨스템즈,2020-05-13,3055.0,4140.0,35.54,327.0
148,000700,유수홀딩스,2020-05-13,5930.0,5944.0,0.24,169.0
149,029530,신도리코,2020-05-13,26700.0,27083.0,1.44,37.0
150,001520,동양,2020-05-13,1250.0,1253.0,0.31,800.0
151,000680,LS네트웍스,2020-05-13,1950.0,1944.0,-0.29,513.0
152,016610,DB금융투자,2020-05-13,3335.0,3260.0,-2.25,300.0
153,000860,강남제비스코,2020-05-13,16650.0,16854.0,1.23,60.0
154,011420,갤럭시아에스엠,2020-05-13,1385.0,1259.0,-9.03,722.0
155,003720,삼영화학공업,2020-05-13,1210.0,1192.0,-1.45,826.0
156,003690,코리안리,2020-05-13,8310.0,8224.0,-1.02,120.0
157,001040,CJ,2020-05-13,79000.0,79446.0,0.57,13.0
158,005880,대한해운,2020-05-13,17550.0,16990.0,-3.19,57.0
159,014580,태경비케이,2020-05-13,3655.0,3566.0,-2.42,274.0
160,016590,신대양제지,2020-05-13,61500.0,62182.0,1.11,16.0
161,019180,티에이치엔,2020-05-13,2545.0,2523.0,-0.84,393.0
162,004780,대륙제관,2020-05-13,4140.0,3947.0,-4.66,242.0
163,025820,이구산업,2020-05-13,1445.0,1524.0,5.51,692.0
164,004360,세방,2020-05-13,9870.0,9849.0,-0.21,101.0
165,004560,현대비앤지스틸,2020-05-13,7280.0,6577.0,-9.65,137.0
166,005740,크라운해태홀딩스,2020-05-13,9160.0,8308.0,-9.29,109.0
167,001060,JW중외제약,2020-05-13,30200.0,30652.0,1.5,33.0
168,016090,대현,2020-05-13,1805.0,1840.0,1.98,554.0
169,005010,휴스틸,2020-05-13,6700.0,6596.0,-1.54,149.0
170,019550,SBI인베스트먼트,2020-05-13,619.0,617.0,-0.22,1616.0
171,011230,삼화전자공업,2020-05-13,2615.0,2583.0,-1.22,382.0
172,003490,대한항공,2020-05-13,18200.0,18623.0,2.33,55.0
173,000320,노루홀딩스,2020-05-13,9770.0,9568.0,-2.07,102.0
174,004800,효성,2020-05-13,68300.0,68543.0,0.36,15.0
175,038950,파인디지털,2020-05-13,3850.0,3780.0,-1.8,260.0
176,000650,천일고속,2020-05-13,58000.0,57932.0,-0.12,17.0
177,028150,GS홈쇼핑,2020-05-13,122500.0,121656.0,-0.69,8.0
178,003310,대주산업,2020-05-13,1265.0,1270.0,0.43,791.0
179,013000,세우글로벌,2020-05-13,1940.0,1956.0,0.87,515.0
180,011930,신성이엔지,2020-05-13,917.0,868.0,-5.3,1091.0
181,001130,대한제분,2020-05-13,126000.0,127680.0,1.33,8.0
182,000720,현대건설,2020-05-13,33400.0,33639.0,0.72,30.0
183,015020,이스타코,2020-05-13,662.0,638.0,-3.49,1511.0
184,002620,제일파마홀딩스,2020-05-13,14550.0,14050.0,-3.43,69.0
185,001380,SG충방,2020-05-13,1350.0,1243.0,-7.88,741.0
186,027970,세하,2020-05-13,2240.0,2064.0,-7.83,446.0
187,018120,진로발효,2020-05-13,29200.0,28952.0,-0.85,34.0
188,027040,서울전자통신,2020-05-13,842.0,845.0,0.38,1188.0
189,031820,콤텍시스템,2020-05-13,1415.0,1405.0,-0.66,707.0
190,000220,유유제약,2020-05-13,11550.0,11459.0,-0.78,87.0
191,013580,계룡건설산업,2020-05-13,15800.0,16124.0,2.05,63.0
192,021050,서원,2020-05-13,2975.0,3082.0,3.63,336.0
193,006140,피제이전자,2020-05-13,4490.0,4429.0,-1.35,223.0
194,017250,인터엠,2020-05-13,1855.0,1852.0,-0.12,539.0
195,036690,코맥스,2020-05-13,3410.0,3438.0,0.83,293.0
196,006980,우성사료,2020-05-13,3150.0,3175.0,0.82,317.0
197,002680,한탑,2020-05-13,1845.0,1876.0,1.7,542.0
198,009520,포스코엠텍,2020-05-13,4030.0,3895.0,-3.34,248.0
199,007610,선도전기,2020-05-13,2740.0,2810.0,2.59,365.0
200,001790,대한제당,2020-05-13,19250.0,18847.0,-2.09,52.0
201,001750,한양증권,2020-05-13,6240.0,6264.0,0.39,160.0
202,000970,한국주철관공업,2020-05-13,9770.0,9466.0,-3.11,102.0
203,000880,한화,2020-05-13,19150.0,19016.0,-0.7,52.0
204,004910,조광페인트,2020-05-13,5580.0,5613.0,0.6,179.0
205,036810,에프에스티,2020-05-13,8220.0,7670.0,-6.68,122.0
206,006260,LS,2020-05-13,34850.0,35469.0,1.78,29.0
207,005810,풍산홀딩스,2020-05-13,26950.0,27605.0,2.43,37.0
208,010600,웰바이오텍,2020-05-13,2485.0,2104.0,-15.31,402.0
209,006740,영풍제지,2020-05-13,3415.0,3459.0,1.31,293.0
210,014680,한솔케미칼,2020-05-13,85400.0,86661.0,1.48,12.0
211,010620,현대미포조선,2020-05-13,29450.0,28860.0,-2.0,34.0
212,008600,윌비스,2020-05-13,1510.0,1551.0,2.78,662.0
213,001430,세아베스틸,2020-05-13,9820.0,9371.0,-4.57,102.0
214,012790,신일제약,2020-05-13,7850.0,7501.0,-4.44,127.0
215,025530,에스제이엠홀딩스,2020-05-13,2645.0,2680.0,1.35,378.0
216,012280,영화금속,2020-05-13,1740.0,1649.0,-5.19,575.0
217,025880,케이씨피드,2020-05-13,1820.0,1799.0,-1.12,549.0
218,002170,삼양통상,2020-05-13,53600.0,52917.0,-1.27,19.0
219,003530,한화투자증권,2020-05-13,1855.0,1339.0,-27.77,539.0
220,006090,사조오양,2020-05-13,8300.0,8166.0,-1.61,120.0
221,003800,에이스침대,2020-05-13,42500.0,43062.0,1.32,24.0
222,004970,신라교역,2020-05-13,10250.0,10477.0,2.22,98.0
223,038390,레드캡투어,2020-05-13,13200.0,13518.0,2.41,76.0
224,000810,삼성화재해상보험,2020-05-13,189000.0,189089.0,0.05,5.0
225,012800,대창,2020-05-13,1235.0,1161.0,-5.99,810.0
226,018470,조일알미늄,2020-05-13,579.0,613.0,5.88,1727.0
227,003080,성보화학,2020-05-13,4250.0,3026.0,-28.79,235.0
228,019210,와이지-원,2020-05-13,4885.0,4795.0,-1.84,205.0
229,005850,에스엘,2020-05-13,13450.0,12954.0,-3.68,74.0
230,034940,조아제약,2020-05-13,3900.0,3834.0,-1.67,256.0
231,009970,영원무역홀딩스,2020-05-13,40850.0,40516.0,-0.82,24.0
232,033310,디케이디앤아이,2020-05-13,2670.0,2578.0,-3.41,375.0
233,006110,삼아알미늄,2020-05-13,3845.0,3896.0,1.33,260.0
234,010120,엘에스일렉트릭,2020-05-13,37950.0,37560.0,-1.03,26.0
235,011280,태림포장,2020-05-13,3950.0,3936.0,-0.33,253.0
236,010820,퍼스텍,2020-05-13,1920.0,1906.0,-0.69,521.0
237,023160,태광,2020-05-13,6990.0,7025.0,0.5,143.0
238,000400,롯데손해보험,2020-05-13,1805.0,1923.0,6.58,554.0
239,007590,동방아그로,2020-05-13,6380.0,6233.0,-2.29,157.0
240,005490,포스코,2020-05-13,173000.0,172609.0,-0.23,6.0
241,000590,CS홀딩스,2020-05-13,48400.0,48686.0,0.59,21.0
242,032280,삼일,2020-05-13,1940.0,1958.0,0.95,515.0
243,005720,넥센,2020-05-13,4535.0,3758.0,-17.13,221.0
244,000670,영풍,2020-05-13,533000.0,532230.0,-0.14,2.0
245,003410,쌍용양회공업,2020-05-13,5110.0,5031.0,-1.54,196.0
246,001570,금양,2020-05-13,2610.0,2486.0,-4.74,383.0
247,023890,한국아트라스비엑스,2020-05-13,48300.0,48901.0,1.24,21.0
248,002810,삼영무역,2020-05-13,13900.0,13867.0,-0.23,72.0
249,017810,풀무원,2020-05-13,14300.0,15758.0,10.2,70.0
250,009180,한솔로지스틱스,2020-05-13,1435.0,1362.0,-5.08,697.0
251,001620,케이비아이동국실업,2020-05-13,604.0,601.0,-0.48,1656.0
252,033240,자화전자,2020-05-13,7150.0,7284.0,1.88,140.0
253,012610,경인양행,2020-05-13,7060.0,6884.0,-2.49,142.0
254,009410,태영건설,2020-05-13,13750.0,13969.0,1.59,73.0
255,002870,신풍제지,2020-05-13,1385.0,1399.0,1.04,722.0
256,000240,한국테크놀로지그룹,2020-05-13,9700.0,9836.0,1.41,103.0
257,036000,예림당,2020-05-13,2390.0,2182.0,-8.68,418.0
258,016710,대성홀딩스,2020-05-13,9980.0,10377.0,3.98,100.0
259,023760,한국캐피탈,2020-05-13,499.0,496.0,-0.59,2004.0
260,004020,현대제철,2020-05-13,19700.0,20547.0,4.3,51.0
261,025540,한국단자공업,2020-05-13,31300.0,31020.0,-0.89,32.0
262,010420,한솔피엔에스,2020-05-13,1465.0,1330.0,-9.18,683.0
263,001070,대한방직,2020-05-13,19800.0,20374.0,2.9,51.0
264,033340,좋은사람들,2020-05-13,2365.0,2328.0,-1.56,423.0
265,004170,신세계,2020-05-13,239000.0,247582.0,3.59,4.0
266,005710,대원산업,2020-05-13,4510.0,4606.0,2.15,222.0
267,000490,대동공업,2020-05-13,4700.0,4677.0,-0.47,213.0
268,016600,큐캐피탈,2020-05-13,716.0,705.0,-1.53,1397.0
269,030000,제일기획,2020-05-13,16950.0,16942.0,-0.04,59.0
270,011090,에넥스,2020-05-13,1110.0,1033.0,-6.89,901.0
271,004150,한솔홀딩스,2020-05-13,3000.0,3023.0,0.8,333.0
272,024800,유성티엔에스,2020-05-13,2430.0,2490.0,2.51,412.0
273,033780,케이티앤지,2020-05-13,78700.0,78948.0,0.32,13.0
