rank,code,name,date,close,next_close,ratio,cnt
78,010770,평화홀딩스,2020-05-22,3310.0,3270.0,-1.2,302.0
79,037460,삼지전자,2020-05-22,9900.0,9892.0,-0.07,101.0
80,002210,동성제약,2020-05-22,13100.0,13164.0,0.49,76.0
81,005830,DB손해보험,2020-05-22,45950.0,46004.0,0.12,22.0
82,002300,한국제지,2020-05-22,17250.0,17604.0,2.05,58.0
83,027830,대성창투,2020-05-22,1885.0,1897.0,0.69,531.0
84,026150,특수건설,2020-05-22,7120.0,7192.0,1.02,140.0
85,014970,삼륭물산,2020-05-22,7510.0,7590.0,1.07,133.0
86,006390,한일현대시멘트,2020-05-22,29350.0,29750.0,1.36,34.0
87,001210,금호전기,2020-05-22,3350.0,3407.0,1.73,299.0
88,006570,대림통상,2020-05-22,4105.0,4173.0,1.68,244.0
89,011760,현대종합상사,2020-05-22,14050.0,14463.0,2.94,71.0
90,017800,현대엘리베이터,2020-05-22,62600.0,63235.0,1.01,16.0
91,007810,코리아써키트,2020-05-22,9260.0,9454.0,2.1,108.0
92,038680,에스넷,2020-05-22,7000.0,7008.0,0.12,143.0
93,001500,현대차증권,2020-05-22,8500.0,8765.0,3.12,118.0
94,013030,하이록코리아,2020-05-22,12700.0,12790.0,0.71,79.0
95,038880,아이에이,2020-05-22,502.0,288.0,-42.54,1992.0
96,024880,케이피에프,2020-05-22,3710.0,3660.0,-1.33,270.0
97,003160,디아이,2020-05-22,3580.0,3533.0,-1.3,279.0
98,018000,유니슨,2020-05-22,1240.0,1228.0,-0.9,806.0
99,025550,한국선재,2020-05-22,2920.0,2923.0,0.13,342.0
100,001520,동양,2020-05-22,1650.0,1432.0,-13.16,606.0
101,003470,유안타증권,2020-05-22,2650.0,2695.0,1.72,377.0
102,034940,조아제약,2020-05-22,5670.0,14130.0,149.21,176.0
103,000140,하이트진로홀딩스,2020-05-22,16250.0,16004.0,-1.51,62.0
104,018310,삼목에스폼,2020-05-22,6990.0,6722.0,-3.83,143.0
105,012200,계양전기,2020-05-22,2870.0,2862.0,-0.26,348.0
106,031980,피에스케이홀딩스,2020-05-22,7800.0,7837.0,0.48,128.0
107,013700,까뮤이앤씨,2020-05-22,1390.0,1457.0,4.82,719.0
108,001840,이화공영,2020-05-22,5150.0,5036.0,-2.2,194.0
109,006120,SK디스커버리,2020-05-22,28150.0,28660.0,1.81,36.0
110,005180,빙그레,2020-05-22,66300.0,66895.0,0.9,15.0
111,009470,삼화전기,2020-05-22,18950.0,17336.0,-8.52,53.0
112,014990,인디에프,2020-05-22,2010.0,1929.0,-4.0,498.0
113,011390,부산산업,2020-05-22,140500.0,140745.0,0.17,7.0
114,016600,큐캐피탈,2020-05-22,707.0,697.0,-1.37,1414.0
115,021080,에이티넘인베스트,2020-05-22,1670.0,1664.0,-0.32,599.0
116,024890,대원화성,2020-05-22,1660.0,1342.0,-19.1,602.0
117,030720,동원수산,2020-05-22,9080.0,9128.0,0.54,110.0
118,004060,SG세계물산,2020-05-22,675.0,661.0,-1.97,1481.0
119,034810,해성산업,2020-05-22,11150.0,11287.0,1.23,90.0
120,008560,메리츠증권,2020-05-22,3390.0,3524.0,3.96,295.0
121,036170,라이브파이낸셜,2020-05-22,1580.0,1588.0,0.56,633.0
122,001680,대상,2020-05-22,25950.0,25910.0,-0.15,39.0
123,036460,한국가스공사,2020-05-22,27700.0,27504.0,-0.71,36.0
124,036090,위지트,2020-05-22,672.0,606.0,-9.7,1488.0
125,030520,한글과컴퓨터,2020-05-22,12300.0,12538.0,1.94,81.0
126,035460,기산텔레콤,2020-05-22,2650.0,2686.0,1.39,377.0
127,030350,드래곤플라이,2020-05-22,2145.0,1772.0,-17.35,466.0
128,000540,흥국화재,2020-05-22,2565.0,2498.0,-2.58,390.0
129,017040,광명전기,2020-05-22,2050.0,2030.0,-0.97,488.0
130,003560,아이에이치큐,2020-05-22,1585.0,1544.0,-2.55,631.0
131,032940,원익,2020-05-22,3460.0,3440.0,-0.56,289.0
132,004830,덕성,2020-05-22,3425.0,3498.0,2.14,292.0
133,006340,대원전선,2020-05-22,1060.0,1010.0,-4.71,943.0
134,011780,금호석유화학,2020-05-22,70400.0,72324.0,2.73,14.0
135,005950,이수화학,2020-05-22,10950.0,10844.0,-0.97,91.0
136,000060,메리츠화재,2020-05-22,15150.0,15161.0,0.08,66.0
137,003830,대한화섬,2020-05-22,85700.0,85067.0,-0.74,12.0
138,031310,아이즈비전,2020-05-22,4055.0,4001.0,-1.31,247.0
139,000210,대림산업,2020-05-22,78900.0,79359.0,0.58,13.0
140,014790,한라,2020-05-22,3115.0,3202.0,2.8,321.0
141,004090,한국석유공업,2020-05-22,99100.0,97697.0,-1.42,10.0
142,016450,한세예스24홀딩스,2020-05-22,5090.0,5081.0,-0.17,196.0
143,001360,삼성제약,2020-05-22,4040.0,3955.0,-2.09,248.0
144,014440,영보화학,2020-05-22,2780.0,2779.0,-0.01,360.0
145,006040,동원산업,2020-05-22,239000.0,240828.0,0.77,4.0
146,023590,다우기술,2020-05-22,18800.0,19132.0,1.77,53.0
147,027050,코리아나,2020-05-22,5050.0,5311.0,5.18,198.0
148,005070,코스모신소재,2020-05-22,12050.0,10284.0,-14.65,83.0
149,002760,보락,2020-05-22,1930.0,1939.0,0.5,518.0
150,004270,남성,2020-05-22,2375.0,2320.0,-2.3,421.0
151,011170,롯데케미칼,2020-05-22,183000.0,186028.0,1.65,5.0
152,037760,쎄니트,2020-05-22,2200.0,1851.0,-15.84,455.0
153,031820,콤텍시스템,2020-05-22,1385.0,1376.0,-0.6,722.0
154,035810,이지바이오,2020-05-22,4260.0,4701.0,10.36,235.0
155,024950,삼천리자전거,2020-05-22,8630.0,6539.0,-24.22,116.0
156,005290,동진쎄미켐,2020-05-22,18200.0,18986.0,4.32,55.0
157,030210,KTB투자증권,2020-05-22,2410.0,2453.0,1.81,415.0
158,008420,문배철강,2020-05-22,2140.0,2124.0,-0.7,467.0
159,033290,코웰패션,2020-05-22,5970.0,5867.0,-1.71,168.0
160,000500,가온전선,2020-05-22,16250.0,16409.0,0.98,62.0
161,035150,백산,2020-05-22,6030.0,6093.0,1.06,166.0
162,011200,HMM,2020-05-22,3995.0,3696.0,-7.47,250.0
163,012030,DB,2020-05-22,755.0,750.0,-0.59,1325.0
164,013570,디와이,2020-05-22,4220.0,4210.0,-0.23,237.0
165,019550,SBI인베스트먼트,2020-05-22,627.0,617.0,-1.51,1595.0
166,004000,롯데정밀화학,2020-05-22,36600.0,36780.0,0.49,27.0
167,005670,푸드웰,2020-05-22,5850.0,5642.0,-3.55,171.0
168,007280,한국특수형강,2020-05-22,1320.0,1239.0,-6.11,758.0
169,011560,세보엠이씨,2020-05-22,5150.0,5232.0,1.6,194.0
170,017900,광전자,2020-05-22,1920.0,1963.0,2.26,521.0
171,025860,남해화학,2020-05-22,7700.0,7618.0,-1.06,130.0
172,003220,대원제약,2020-05-22,16200.0,15886.0,-1.93,62.0
173,024840,KBI메탈,2020-05-22,1285.0,1281.0,-0.25,778.0
174,002100,경농,2020-05-22,11950.0,12265.0,2.64,84.0
175,030530,원익홀딩스,2020-05-22,4635.0,4429.0,-4.43,216.0
176,013720,청보산업,2020-05-22,2225.0,2237.0,0.57,449.0
177,036830,솔브레인,2020-05-22,86000.0,87142.0,1.33,12.0
178,003240,태광산업,2020-05-22,759000.0,769372.0,1.37,1.0
179,015710,코콤,2020-05-22,6160.0,6520.0,5.86,162.0
180,007160,사조산업,2020-05-22,28650.0,29093.0,1.55,35.0
181,004380,삼익THK,2020-05-22,12700.0,12575.0,-0.98,79.0
182,001530,디아이동일,2020-05-22,64800.0,65806.0,1.55,15.0
183,005740,크라운해태홀딩스,2020-05-22,9190.0,8380.0,-8.81,109.0
184,003310,대주산업,2020-05-22,1230.0,1272.0,3.43,813.0
185,010050,우리종금,2020-05-22,562.0,568.0,1.24,1779.0
186,021040,대호피앤씨,2020-05-22,769.0,730.0,-5.03,1300.0
187,011370,서한,2020-05-22,981.0,1015.0,3.54,1019.0
188,003800,에이스침대,2020-05-22,51000.0,46553.0,-8.72,20.0
189,009270,신원,2020-05-22,1670.0,1512.0,-9.45,599.0
190,002350,넥센타이어,2020-05-22,5840.0,5848.0,0.14,171.0
191,014160,대영포장,2020-05-22,1110.0,1162.0,4.69,901.0
192,009320,대우부품,2020-05-22,2385.0,2516.0,5.5,419.0
193,024800,유성티엔에스,2020-05-22,2320.0,2300.0,-0.86,431.0
194,012280,영화금속,2020-05-22,1680.0,1713.0,2.0,595.0
195,011930,신성이엔지,2020-05-22,926.0,926.0,0.04,1080.0
196,030960,양지사,2020-05-22,9290.0,9303.0,0.15,108.0
197,005880,대한해운,2020-05-22,17950.0,17066.0,-4.92,56.0
198,005420,코스모화학,2020-05-22,9030.0,9310.0,3.11,111.0
199,002390,한독,2020-05-22,23150.0,23606.0,1.97,43.0
200,033100,제룡전기,2020-05-22,5720.0,5753.0,0.58,175.0
201,025880,케이씨피드,2020-05-22,1885.0,1851.0,-1.77,531.0
202,014680,한솔케미칼,2020-05-22,98200.0,97893.0,-0.31,10.0
203,009420,한올바이오파마,2020-05-22,25400.0,25481.0,0.32,39.0
204,011150,CJ씨푸드,2020-05-22,3915.0,3823.0,-2.33,255.0
205,000970,한국주철관공업,2020-05-22,9800.0,10370.0,5.82,102.0
206,003850,보령제약,2020-05-22,14250.0,13729.0,-3.65,70.0
207,039020,이건홀딩스,2020-05-22,2170.0,1915.0,-11.72,461.0
208,035000,지투알,2020-05-22,5580.0,5432.0,-2.65,179.0
209,020000,한섬,2020-05-22,30100.0,30550.0,1.5,33.0
210,035760,CJ ENM,2020-05-22,118000.0,117609.0,-0.33,8.0
211,006050,국영지앤엠,2020-05-22,2780.0,2737.0,-1.52,360.0
212,011810,STX,2020-05-22,6690.0,6799.0,1.63,149.0
213,000180,성창기업지주,2020-05-22,1505.0,1097.0,-27.07,664.0
214,015750,성우하이텍,2020-05-22,3025.0,2996.0,-0.95,331.0
215,002780,진흥기업,2020-05-22,2070.0,2043.0,-1.26,483.0
216,013000,세우글로벌,2020-05-22,1885.0,1986.0,5.39,531.0
217,009160,SIMPAC,2020-05-22,2580.0,2563.0,-0.63,388.0
218,004780,대륙제관,2020-05-22,4100.0,3991.0,-2.65,244.0
219,036490,SK머티리얼즈,2020-05-22,170300.0,169020.0,-0.75,6.0
220,002270,롯데푸드,2020-05-22,375000.0,385918.0,2.91,3.0
221,015890,태경산업,2020-05-22,4935.0,4875.0,-1.2,203.0
222,003720,삼영화학공업,2020-05-22,1345.0,1212.0,-9.88,743.0
223,006800,미래에셋대우,2020-05-22,5610.0,5442.0,-2.99,178.0
224,003690,코리안리,2020-05-22,8220.0,8308.0,1.08,122.0
225,005010,휴스틸,2020-05-22,6770.0,6768.0,-0.03,148.0
226,002820,선창산업,2020-05-22,3675.0,2597.0,-29.32,272.0
227,009520,포스코엠텍,2020-05-22,4065.0,3835.0,-5.65,246.0
228,011090,에넥스,2020-05-22,1055.0,1058.0,0.37,948.0
229,019490,하이트론씨스템즈,2020-05-22,3030.0,3306.0,9.13,330.0
230,016610,DB금융투자,2020-05-22,3290.0,3265.0,-0.73,304.0
231,012790,신일제약,2020-05-22,8200.0,7911.0,-3.51,122.0
232,000070,삼양홀딩스,2020-05-22,55600.0,55329.0,-0.49,18.0
233,001440,대한전선,2020-05-22,763.0,621.0,-18.55,1311.0
234,027970,세하,2020-05-22,2180.0,2069.0,-5.06,459.0
235,035610,솔본,2020-05-22,3960.0,3899.0,-1.52,253.0
236,023600,삼보판지,2020-05-22,7580.0,7925.0,4.55,132.0
237,006910,보성파워텍,2020-05-22,1765.0,1804.0,2.27,567.0
238,006090,사조오양,2020-05-22,8040.0,8087.0,0.59,124.0
239,008700,아남전자,2020-05-22,1820.0,1475.0,-18.93,549.0
240,010640,진양폴리우레탄,2020-05-22,2880.0,2763.0,-4.06,347.0
241,018120,진로발효,2020-05-22,31900.0,30874.0,-3.21,31.0
242,032980,바이온,2020-05-22,1205.0,1284.0,6.58,830.0
243,008830,대동기어,2020-05-22,2525.0,2521.0,-0.14,396.0
244,003100,선광,2020-05-22,14550.0,14554.0,0.03,69.0
245,036690,코맥스,2020-05-22,3550.0,3776.0,6.38,282.0
246,004720,우리들제약,2020-05-22,6570.0,6607.0,0.58,152.0
247,001820,삼화콘덴서공업,2020-05-22,53900.0,54940.0,1.93,19.0
248,009830,한화솔루션,2020-05-22,15950.0,15626.0,-2.03,63.0
249,001040,CJ,2020-05-22,88600.0,86888.0,-1.93,11.0
250,001460,BYC,2020-05-22,214500.0,214375.0,-0.06,5.0
251,037370,EG,2020-05-22,8100.0,7866.0,-2.89,123.0
252,006260,LS,2020-05-22,37450.0,37389.0,-0.16,27.0
253,014820,동원시스템즈,2020-05-22,24000.0,24424.0,1.77,42.0
254,028150,GS홈쇼핑,2020-05-22,124100.0,125734.0,1.32,8.0
255,000520,삼일제약,2020-05-22,18550.0,19187.0,3.44,54.0
256,036930,주성엔지니어링,2020-05-22,5760.0,5478.0,-4.89,174.0
257,020180,대신정보통신,2020-05-22,1160.0,1125.0,-3.01,862.0
258,027040,서울전자통신,2020-05-22,839.0,845.0,0.83,1192.0
259,010120,엘에스일렉트릭,2020-05-22,41700.0,41310.0,-0.93,24.0
260,006380,카프로,2020-05-22,3050.0,3012.0,-1.23,328.0
261,014580,태경비케이,2020-05-22,3715.0,3602.0,-3.02,269.0
262,018670,SK가스,2020-05-22,78600.0,79497.0,1.14,13.0
263,000880,한화,2020-05-22,19550.0,19439.0,-0.56,51.0
264,004560,현대비앤지스틸,2020-05-22,7260.0,6622.0,-8.78,138.0
265,005610,SPC삼립,2020-05-22,72100.0,72546.0,0.62,14.0
266,007610,선도전기,2020-05-22,2675.0,2675.0,0.03,374.0
267,005800,신영와코루,2020-05-22,90700.0,88646.0,-2.26,11.0
268,013580,계룡건설산업,2020-05-22,16100.0,16381.0,1.75,62.0
269,002450,삼익악기,2020-05-22,1490.0,1333.0,-10.54,671.0
270,000320,노루홀딩스,2020-05-22,9670.0,9726.0,0.58,103.0
271,037330,인지디스플레,2020-05-22,1685.0,1607.0,-4.58,593.0
272,002200,한국수출포장공업,2020-05-22,18650.0,18719.0,0.37,54.0
273,006980,우성사료,2020-05-22,3335.0,3316.0,-0.56,300.0
274,005110,한창,2020-05-22,2555.0,2487.0,-2.66,391.0
275,023760,한국캐피탈,2020-05-22,514.0,504.0,-1.8,1946.0
276,033540,파라텍,2020-05-22,5310.0,5213.0,-1.82,188.0
277,033310,디케이디앤아이,2020-05-22,3045.0,2721.0,-10.61,328.0
278,012610,경인양행,2020-05-22,7150.0,6910.0,-3.36,140.0
279,010820,퍼스텍,2020-05-22,2080.0,1991.0,-4.26,481.0
280,000220,유유제약,2020-05-22,11850.0,11867.0,0.15,84.0
281,000650,천일고속,2020-05-22,57800.0,58184.0,0.67,17.0
282,004360,세방,2020-05-22,10150.0,10100.0,-0.48,99.0
283,005250,녹십자홀딩스,2020-05-22,22500.0,24109.0,7.15,44.0
284,010420,한솔피엔에스,2020-05-22,1470.0,1343.0,-8.62,680.0
285,003530,한화투자증권,2020-05-22,1770.0,1785.0,0.9,565.0
286,006140,피제이전자,2020-05-22,4485.0,4499.0,0.31,223.0
