rank,code,name,date,close,next_close,ratio,cnt
,,BUY,,,,,
26,016670,포비스티앤씨,2020-05-04,1370.0,1500.0,9.53,730.0
27,001200,유진증권,2020-05-04,2965.0,3136.0,5.78,337.0
36,013810,스페코,2020-05-04,3435.0,4052.0,17.99,291.0
55,007390,네이처셀,2020-05-04,10700.0,11148.0,4.2,93.0
65,000020,동화약품,2020-05-04,10600.0,11965.0,12.88,94.0
77,006650,대한유화,2020-05-04,122000.0,139812.0,14.6,8.0
79,007460,에이프로젠 KIC,2020-05-04,3340.0,3862.0,15.65,299.0
82,010100,한국프랜지공업,2020-05-04,2280.0,2595.0,13.85,439.0
83,000220,유유제약,2020-05-04,11000.0,11305.0,2.78,91.0
93,010820,퍼스텍,2020-05-04,1890.0,2005.0,6.13,529.0
163,036630,세종텔레콤,2020-05-04,333.0,406.0,22.19,3003.0
169,017810,풀무원,2020-05-04,12150.0,12523.0,3.08,82.0
176,011170,롯데케미칼,2020-05-04,196000.0,203186.0,3.67,5.0
208,011780,금호석유화학,2020-05-04,70700.0,73782.0,4.36,14.0
216,025550,한국선재,2020-05-04,2600.0,2670.0,2.7,385.0
256,000880,한화,2020-05-04,19100.0,19616.0,2.7,52.0
257,015260,에이엔피,2020-05-04,255.0,262.0,2.77,3922.0
,,SELL,,,,,
126,002820,선창산업,2020-05-04,4075.0,2533.0,-37.82,245.0
,,PREDICT,,,,,
1,031860,엔에스엔(Bought),2020-05-04,2175.0,2230.0,2.57,460.0
2,007860,서연(Bought),2020-05-04,3815.0,3559.0,-6.7,262.0
3,035620,바른손이앤에이,2020-05-04,2320.0,2258.0,-2.65,431.0
4,012690,모나리자,2020-05-04,7260.0,7150.0,-1.51,138.0
5,021050,서원,2020-05-04,3000.0,2872.0,-4.25,333.0
6,014530,극동유화,2020-05-04,3215.0,2873.0,-10.62,311.0
7,017650,대림제지,2020-05-04,1690.0,1640.0,-2.94,592.0
9,016600,큐캐피탈,2020-05-04,727.0,706.0,-2.78,1376.0
10,006050,국영지앤엠,2020-05-04,2695.0,2611.0,-3.09,371.0
11,032850,비트컴퓨터,2020-05-04,10400.0,9713.0,-6.61,96.0
13,031310,아이즈비전,2020-05-04,3865.0,3810.0,-1.41,259.0
14,003060,에이프로젠제약,2020-05-04,2010.0,1482.0,-26.25,498.0
15,033540,파라텍,2020-05-04,5380.0,5423.0,0.8,186.0
17,036120,SCI평가정보,2020-05-04,2790.0,2710.0,-2.84,358.0
18,002720,국제약품,2020-05-04,7090.0,7134.0,0.62,141.0
19,016250,이테크건설,2020-05-04,82700.0,81922.0,-0.94,12.0
20,017510,세명전기,2020-05-04,4770.0,4719.0,-1.05,210.0
21,008600,윌비스,2020-05-04,1540.0,1139.0,-26.03,649.0
22,016380,KG동부제철,2020-05-04,12050.0,12244.0,1.62,83.0
